Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa)
8.1,87,780.3
8.3,86,780.3
8.5,85,780.4
8.8,84,780.4
9,84,780.4
9.2,83,780.5
9.4,81,780.6
9.8,78,780.6
10.1,76,780.6
10.3,73,780.6
11,69,780.6
11.9,62,780.5
12.7,54,780.5
13.1,52,780.4
13.4,51,780.4
14.1,49,780.4
14.4,48,780.4
14.4,48,780.3
14.5,47,780.3
14.8,47,780.4
14.9,46,780.4
14.8,46,780.4
14.8,46,780.5
15,46,780.5
15.2,45,780.6
15.4,45,780.6
15.6,44,780.5
15.7,43,780.5
15.7,43,780.5
15.8,43,780.4
16.1,42,780.3
16.1,41,780.2
16.2,41,780.1
16.3,40,780.1
16.5,40,780.1
16.7,39,780
17,38,779.9
17.1,38,779.8
17.4,37,779.8
17.7,36,779.7
17.8,36,779.6
17.9,35,779.5
18,34,779.4
18.3,34,779.4
18.5,33,779.3
18.7,33,779.2
18.8,32,779
18.9,33,779
19.2,32,778.9
19.4,31,778.8
19.8,31,778.8
20.3,30,778.6
20.7,30,778.6
21.2,27,778.5
21.5,27,778.4
21.9,26,778.4
21.9,26,778.4
22.2,25,778.4
22.2,26,778.3
22.2,26,778.2
21.8,28,778.2
21.6,29,778.3
22.3,26,778.3
21.8,28,778.3
22.7,26,778.4
22.9,24,778.4
22.4,25,778.4
22.7,24,778.5
22.8,26,778.5
22.8,25,778.7
22.7,26,778.8
22.5,25,778.9
21.9,26,779
21.9,26,779.2
21.8,28,779.3
21.8,27,779.5
22.3,26,779.7
22.2,27,779.8
21.4,30,779.9
21.1,30,780.1
21,30,780.2
21.1,31,780.4
21,33,780.6
20.8,33,780.8
21,34,780.9
20.5,34,781
20.4,34,781.2
20.5,34,781.4
20.4,34,781.5
20.2,34,781.6
20.2,34,781.7
19.9,35,781.8
19.8,36,781.9
19.4,37,781.9
19.1,39,782
19,40,782.1
18.8,42,782.1
18.3,44,782.2
17.9,46,782.2
17.1,48,782.2
16,51,782.3
15.2,55,782.3
14.9,55,782.3
14.5,54,782.2
13.9,56,782.1
12.8,59,782
11.1,66,781.9
9.6,74,781.9
8.7,78,781.9
8,83,781.8
7.3,86,781.7
6.9,84,781.6
6.8,83,781.6
6.7,83,781.6
6.7,80,781.4
6.9,79,781.4
7.1,77,781.3
7.3,75,781.2
7.4,74,781.1
7.8,72,781
8.1,73,780.9
8.1,74,780.9
8.2,73,780.9
8.4,71,780.8
8.5,71,780.9
8.4,72,780.8
8.5,71,780.8
8.5,71,780.8
8.5,70,780.8
8.6,70,780.8
8.7,69,780.8
8.7,69,780.9
8.8,68,780.9
8.9,67,780.8
8.9,67,780.8
9.1,67,780.7
9.3,65,780.7
9.4,64,780.7
9.6,63,780.6
10,61,780.6
10.6,60,780.6
10.8,59,780.5
10.9,58,780.5
11,58,780.5
10.9,57,780.5
10.7,58,780.5
11,57,780.5
11.2,56,780.5
11.4,55,780.6
11.5,55,780.6
11.6,55,780.6
11.6,55,780.7
11.7,55,780.8
12,54,780.8
12.2,53,780.8
12.6,51,780.9
12.7,50,781
12.9,50,781
13.1,49,781.1
13.5,47,781.1
13.4,48,781.1
13.2,48,781.3
12.8,48,781.3
12.4,50,781.4
12.4,49,781.4
12.7,48,781.4
13.1,47,781.4
13.4,45,781.3
13.5,45,781.2
13.6,44,781.1
14.3,42,781
14.9,41,781
15.5,40,781.1
16.3,37,781.1
15.8,38,781.1
15.2,39,781
15.7,37,780.9
16.2,36,780.8
16.5,35,780.8
17.2,33,780.8
17.5,31,780.7
17.6,30,780.7
17.6,30,780.5
17.9,30,780.4
18.2,29,780.4
18.6,28,780.2
18.8,27,780.1
18.8,26,779.9
19,25,779.8
19.3,23,779.8
19.7,23,779.7
19.9,22,779.7
20.2,22,779.7
20.5,21,779.7
21,21,779.7
21.7,20,779.6
22,18,779.5
22.1,18,779.4
22.4,16,779.4
22.6,14,779.3
22.6,15,779.3
22.9,15,779.1
23.1,15,779
23.2,13,779
23.4,13,779.1
23.3,14,779.1
23.2,13,779.2
23.3,15,779.2
23.4,16,779.2
23.3,17,779.3
23.3,17,779.3
23.5,18,779.5
23.9,17,779.5
23.8,16,779.5
23.8,17,779.6
23.3,18,779.7
23.3,18,779.9
23.2,20,779.9
23.2,21,780
22.7,22,780.2
22.7,23,780.4
22.9,22,780.5
22.7,22,780.7
22.8,22,780.9
22.5,22,781.1
22.1,23,781.2
21.8,23,781.4
21.2,24,781.5
21,25,781.6
20.9,26,781.7
20.5,27,781.8
20.4,27,781.9
20.2,29,781.9
20.1,29,782
19.8,30,782.2
19.6,29,782.2
19.5,30,782.4
19.7,30,782.4
20,31,782.4
19.9,32,782.5
19.6,35,782.5
19.2,36,782.5
18.7,37,782.4
18,38,782.4
17.2,40,782.4
16.5,42,782.4
16.2,42,782.3
15.3,45,782.2
14.4,47,782.2
13.4,49,782.2
11.9,53,782.1
10.1,59,781.9
9.2,62,782
8.5,64,781.9
7.6,69,781.8
7,72,781.7
6.8,72,781.6
6.9,71,781.6
7.2,69,781.5
7.3,69,781.4
7.5,68,781.3
7.8,68,781.4
7.9,67,781.3
8.3,64,781.2
8.6,62,781.2
8.8,61,781.2
9.1,61,781.1
9.3,59,781
9.1,60,781
8.6,61,781.1
7.8,65,781.1
7.5,67,781.1
7.5,67,781.1
7.3,68,781.1
7.3,69,781.1
7.5,67,781.1
7.7,66,781.2
7.7,66,781.2
7.7,66,781.1
7.5,67,781
7.3,67,780.9
7.3,66,780.9
7.5,65,780.8
7.6,64,780.8
7.6,64,780.9
7.9,63,781
8.2,62,781
8.4,61,781.1
8.7,60,781
8.6,59,781.1
8.8,58,781.1
9.2,56,781
9.4,56,781
9.9,55,781
10.6,52,781
10.9,51,781
11.1,50,781
11.5,49,781.1
11.9,48,781.1
11.9,48,781
11.9,48,781.1
12.3,46,781.1
12.5,44,781.1
12.7,43,781.1
12.9,41,781.1
13,39,781.1
13,38,781.2
13.1,37,781.2
13.3,36,781.1
13.7,35,781.2
14.2,34,781.3
14.7,33,781.4
14.8,33,781.3
14.4,33,781.2
14.3,34,781.2
15,32,781.2
15.6,30,781.2
16,29,781.1
16.3,28,781
16.6,28,780.9
16.8,27,780.9
16.9,27,780.7
17,26,780.6
17.3,25,780.5
17.5,24,780.5
17.9,24,780.3
18.1,24,780.2
18.1,24,780.1
18.3,26,779.9
18.4,28,779.7
18.6,28,779.6
18.7,28,779.5
18.6,29,779.4
18.4,28,779.4
18.4,26,779.3
18.9,25,779.2
19.6,24,779.1
20.3,22,779
21.1,20,778.9
21.7,19,778.7
22,18,778.6
22.3,18,778.4
22.5,16,778.3
22.6,16,778.3
22.7,15,778.2
22.8,13,778.1
23,12,778.2
23.1,13,778.3
23.2,12,778.3
23.2,12,778.2
23.2,9,778.3
23.3,9,778.2
23.3,11,778.2
23.5,12,778.2
23.7,12,778.1
23.9,12,778.1
24,13,778.1
23.7,15,778.2
23.7,15,778.3
23.7,15,778.4
23.7,16,778.5
23.7,17,778.6
23.5,17,778.7
23.3,19,778.8
23.3,19,778.9
23.2,20,779.1
23.3,20,779.3
23.6,21,779.4
23.7,22,779.5
23.9,21,779.6
23.8,21,779.7
23.7,21,779.8
23.3,22,780
23,22,780.2
22.9,22,780.3
22.3,23,780.4
22.2,23,780.5
21.6,22,780.7
21.4,22,780.8
21,24,780.8
21,24,780.9
20.5,25,780.9
20.1,26,780.9
19.9,26,780.9
19.9,24,781
19.8,24,781
19.4,27,780.9
19.3,28,780.8
19.5,28,780.7
19.2,26,780.6
18.6,26,780.5
17.8,27,780.5
16.5,31,780.4
15,36,780.4
13.3,42,780.4
12.1,46,780.3
11.6,46,780.3
11.1,48,780.2
10.5,49,780.1
10.1,50,780
10.1,50,779.9
10.2,50,779.9
9.9,51,779.8
9.7,52,779.8
9.8,52,779.6
9.6,52,779.5
9.7,52,779.5
9.6,52,779.5
9.3,53,779.4
8.6,54,779.4
7.7,58,779.3
7.5,59,779.3
7.5,60,779.2
7.8,59,779.2
8.5,57,779.1
9.4,53,779.1
10.3,50,779
10.7,49,779
10.7,48,779.1
10.3,50,779
10.2,51,779
11,48,779.1
11.7,44,779.1
12,44,779.1
12.3,43,779.1
12.2,43,779.1
11.6,45,779.2
12.1,44,779.3
12.3,42,779.3
12.5,41,779.4
12.5,41,779.5
13,39,779.5
12.9,39,779.7
12.6,40,779.8
12.2,40,779.9
11.4,42,780
10.3,45,780.1
9.9,47,780.2
9.8,47,780.2
9.7,49,780.1
9,53,780.2
8.9,56,780.3
9,55,780.2
9.2,55,780.2
9.2,55,780.2
9.5,55,780.2
9.9,54,780.2
10.3,53,780.1
10.8,51,780.1
11.6,50,780
12.6,46,780
13.2,44,779.9
13.3,44,779.8
13.4,44,779.7
13.8,42,779.8
14,41,779.8
13.8,42,779.8
13.8,42,780
13.9,42,779.9
14,41,779.8
14.1,39,779.9
14.5,37,779.7
14.8,35,779.6
14.8,35,779.6
14.3,36,779.5
14.6,36,779.4
15,34,779.2
15.2,33,779.1
15.2,34,778.9
15.3,34,778.9
15.8,33,778.8
16.2,32,778.6
16.4,32,778.5
16.7,32,778.5
17,31,778.4
17.2,30,778.3
17.5,28,778.2
17.7,27,778.1
17.9,27,778
18.2,27,777.9
18.5,27,777.7
18.9,26,777.6
19.3,25,777.5
20,23,777.4
20.5,23,777.4
20.9,22,777.4
21.2,22,777.4
21.2,21,777.3
21.3,21,777.3
21.5,20,777.2
21.5,19,777.1
21.6,19,777.1
21.8,19,777.1
21.8,20,777.2
21.7,20,777.2
21.7,20,777.2
21.8,19,777.2
22.1,19,777.3
21.9,19,777.3
21.9,19,777.4
21.8,19,777.5
21.6,19,777.6
21.5,18,777.6
21.7,17,777.6
22,20,777.5
22.4,20,777.6
22,18,777.6
21.9,20,777.7
22,19,777.7
21.8,20,777.9
21.3,21,778
21.1,22,778.1
20.9,21,778.3
20.6,23,778.4
20.1,26,778.7
20.2,29,778.9
19.8,31,779.1
19.6,31,779.2
19.4,32,779.4
19.3,31,779.5
19.1,33,779.5
18.8,34,779.6
18.4,34,779.6
18.5,33,779.7
18,35,779.6
17.3,35,779.6
17.1,34,779.5
17,38,779.6
16.5,40,779.7
16.2,42,779.6
16,43,779.4
15.7,44,779.3
15.6,46,779.2
15.5,48,779.3
15.3,48,779.4
14.9,50,779.4
14.5,52,779.4
14,54,779.2
13.1,57,779.1
11.9,61,779
11.2,64,778.7
10.6,66,778.6
10,68,778.5
9.7,70,778.6
9.6,70,778.5
9.7,70,778.5
9.8,70,778.3
9.8,70,778.2
10,70,778.2
10.1,70,778.2
10.1,70,778.2
10,70,778.2
9.9,70,778.2
9.8,71,778.1
9.7,70,778.1
9.8,70,778
9.7,69,777.9
9.8,68,777.8
10,67,777.7
10.2,64,777.8
10.3,63,777.7
10.4,62,777.8
10.7,60,777.8
10.8,60,777.8
11,59,777.9
11.4,57,777.9
12,55,777.9
12.2,55,777.8
12.3,52,777.7
12.5,50,777.6
12.7,47,777.6
12.8,46,777.6
12.9,44,777.6
13.1,44,777.6
13.4,43,777.7
13.6,42,777.6
13.6,40,777.7
13.9,38,777.7
13.9,38,777.6
13.9,38,777.5
13.4,40,777.6
12.3,46,777.8
12,48,777.9
11.9,49,778
11.6,49,778.2
11.4,50,778.3
11.2,51,778.4
11,52,778.4
10.9,52,778.5
11.3,51,778.5
11.4,50,778.6
11.3,51,778.6
11.2,51,778.7
11.2,51,778.8
11.2,50,778.9
11.6,48,778.9
12,46,779
12.5,44,779
13.3,42,779
14.4,39,778.9
15.3,36,778.8
15.5,35,778.6
15.6,35,778.6
15.9,34,778.6
16.2,33,778.5
16.4,32,778.5
16.6,32,778.5
16.8,31,778.4
17,30,778.3
17,30,778.2
17.3,29,777.9
17.4,29,777.8
17.7,29,777.7
17.7,29,777.6
17.9,28,777.4
18,28,777.4
18.1,27,777.3
18.4,26,777.2
18.6,25,777.1
18.8,24,777.1
19.2,23,777
19.5,23,776.9
19.7,23,776.9
19.9,23,776.9
20.2,22,776.9
20.6,22,776.8
21.1,22,776.8
21.8,20,776.7
22.1,20,776.7
22.2,19,776.6
22.5,19,776.6
22.6,19,776.6
22.8,19,776.5
23.2,18,776.5
23.4,20,776.5
23.3,20,776.5
23.5,19,776.5
23.4,19,776.5
23.4,19,776.6
23.7,17,776.6
23.6,18,776.7
23.6,18,776.8
23.7,17,776.9
24,17,776.9
23.8,17,777
23.9,16,777.1
23.6,17,777.2
23.2,18,777.2
23.3,18,777.3
23.4,19,777.4
23.6,19,777.6
23.8,20,777.7
23.4,21,777.9
23.3,21,778
23.6,22,778.2
23.5,22,778.4
23.1,20,778.5
22.4,23,778.6
22.1,23,778.8
21.9,23,778.9
21.8,23,779.1
21.5,25,779.2
21.5,27,779.3
21.3,28,779.4
21.4,29,779.5
21.2,31,779.7
20.9,32,779.7
20.5,33,779.9
20,35,780
19.8,35,780.1
19.8,36,780.1
19.7,36,780.2
19.4,37,780.2
18.9,37,780.2
18.6,37,780.1
18.3,37,780
18,37,780.1
17.8,36,780.1
17.6,36,780
17.5,36,780
16.8,38,780
15.7,39,779.9
14.1,43,779.9
12.7,47,779.9
11.8,50,779.8
11.4,51,779.7
11.1,52,779.7
10.8,53,779.6
10.3,54,779.6
10.3,54,779.5
10.5,53,779.3
10.6,53,779.2
10.7,52,779.2
10.8,52,779.1
11,51,779.1
11.1,50,779
11,50,778.9
10.6,51,778.9
10.3,52,778.8
10.2,52,778.7
10,54,778.6
9.9,54,778.7
9.7,54,778.6
9.6,54,778.6
9.4,54,778.6
9.1,55,778.6
9.1,53,778.6
8.8,53,778.6
8.5,54,778.6
8.6,53,778.7
9,51,778.7
9.3,50,778.7
9.7,49,778.7
9.9,49,778.7
10.3,48,778.7
10.6,47,778.7
11,47,778.8
11.1,47,778.8
11.1,44,778.8
11.1,41,778.9
10.9,40,779
10.8,39,779.1
10.6,38,779.1
10.6,37,779.1
10.9,36,779.1
11.3,35,779.1
11.8,33,779
12.8,30,779.1
13.7,28,779
13.9,28,779
13.7,28,779
13.3,29,779
13.6,29,779
14.1,28,779
14.4,26,779
14.1,26,779
14.5,26,779
15.2,24,779
16.3,22,779
16.9,21,779
16.5,22,778.9
16.6,21,779
16.8,21,779
17.3,20,779
17.6,19,779
17.5,18,779
16.9,18,779
16.2,18,779
16.4,17,779
17,16,779
17.5,15,778.9
18,15,778.9
18.5,14,778.8
18.7,13,778.7
18.9,13,778.6
19,13,778.6
19,13,778.5
18.9,12,778.4
18.7,13,778.4
18.5,14,778.3
18.4,17,778.2
18.6,17,778.1
18.8,16,778.1
19,15,777.9
19.1,15,777.9
19.4,14,777.9
19.7,14,777.8
20.2,14,777.8
20.8,13,777.7
21.6,12,777.6
22.5,11,777.6
23.3,11,777.5
23.6,10,777.5
24,10,777.5
24.1,11,777.4
24.1,11,777.4
24.4,10,777.3
24.8,10,777.3
24.9,9,777.3
25.1,9,777.3
25,9,777.3
24.8,8,777.3
24.8,8,777.3
24.9,7,777.3
24.8,8,777.3
24.6,8,777.3
24.7,8,777.4
25,8,777.4
25,8,777.4
25,8,777.5
25,9,777.6
25,9,777.7
25.3,9,777.8
25.1,10,777.9
24.6,11,777.9
24.4,11,778.1
24.2,11,778.2
24.1,12,778.3
24.5,12,778.5
24.6,13,778.6
24.1,13,778.7
23.8,13,778.8
23.3,13,778.9
23.5,13,779
23.3,15,779.1
23.3,15,779.2
22.9,16,779.3
23,17,779.4
22.4,17,779.5
22,18,779.6
21.6,18,779.6
21.1,19,779.7
21,19,779.7
20.9,20,779.7
20.6,21,779.7
19.9,21,779.7
19.3,20,779.8
19.1,20,779.8
19.3,21,779.7
19.3,21,779.6
18.9,21,779.6
18.6,22,779.5
17.8,25,779.4
17.1,27,779.3
16.5,30,779.2
15.8,34,779.1
14.8,36,778.9
13.5,41,778.8
13.3,43,778.8
13.9,41,778.7
14.5,31,778.6
14.2,30,778.4
13.6,32,778.3
13.3,34,778.2
13.5,35,778.1
13.6,35,778
13.6,37,777.9
13.6,37,777.8
13.2,40,777.8
13.3,41,777.7
13.2,41,777.6
13.1,42,777.5
13.4,42,777.5
13.6,41,777.3
13.9,38,777.3
13.9,37,777.2
13.5,38,777.2
13.3,39,777.2
13.5,39,777.1
13.6,40,777.1
13.9,38,777.1
14,39,777.1
14.1,38,777.1
14.2,38,777.2
14.5,37,777.2
14.5,37,777.2
14.6,36,777.2
14.6,36,777.1
14.5,36,777.2
14.6,36,777.3
14.8,35,777.3
14.8,35,777.3
15,34,777.3
15.3,32,777.5
15.4,31,777.4
15.2,32,777.4
15.2,32,777.4
15.4,32,777.4
15.4,32,777.5
15.3,32,777.5
15.3,32,777.5
15.4,32,777.6
15.5,31,777.6
15.7,31,777.6
15.9,30,777.5
16,29,777.5
15.9,30,777.5
16,31,777.5
16.2,30,777.6
16.5,29,777.6
16.4,29,777.5
16.4,29,777.5
16.5,29,777.4
16.5,29,777.4
16.6,29,777.4
16.7,29,777.4
16.8,28,777.3
16.8,29,777.3
17.1,28,777.2
17.5,27,777.2
17.7,26,777.1
17.8,26,777
17.9,25,777
18.1,25,777
18.3,25,777
18.5,24,776.9
18.8,23,776.8
18.9,22,776.7
18.9,22,776.7
18.9,22,776.6
19,21,776.6
19,21,776.5
18.9,21,776.4
19,21,776.4
19.2,20,776.3
19.3,20,776.2
19.3,20,776.2
19.3,20,776.1
19.5,20,776
19.6,19,775.9
19.7,19,775.9
20.3,19,775.8
21,18,775.7
21.8,17,775.6
22.8,16,775.6
23.5,15,775.5
24,15,775.4
24.4,14,775.3
24.7,14,775.3
24.6,13,775.3
24.8,13,775.3
24.7,13,775.3
24.9,13,775.3
24.9,12,775.3
24.9,13,775.2
24.8,13,775.2
24.9,12,775.2
24.8,13,775.2
24.9,13,775.3
24.9,12,775.3
25.1,12,775.4
25.2,12,775.5
25.1,12,775.5
25.2,12,775.5
24.9,12,775.6
24.7,13,775.7
24.5,13,775.8
24.4,13,775.9
24.5,13,776
24.3,14,776.2
24,14,776.3
23.7,14,776.5
23.5,16,776.7
23.3,15,776.9
23.3,16,777
23.2,15,777.1
23,15,777.3
22.7,16,777.4
22.6,15,777.5
22.4,16,777.7
22.5,15,777.8
22.3,16,777.9
21.8,16,777.9
21.3,16,778
21.4,15,778
21.2,16,778.1
21.1,17,778.1
21.2,17,778.1
21,19,778.1
20.7,20,778
20.4,21,778
20.3,22,778
19.7,24,777.9
19.3,26,777.9
18.8,28,777.9
18.7,29,777.8
18.2,29,777.7
17.1,30,777.6
16.3,31,777.5
15.2,33,777.4
13.9,38,777.4
12.3,44,777.3
11.5,48,777.2
11,50,777.1
10.7,51,777.1
10.6,52,777
10.4,53,776.9
10.7,53,776.9
11,51,776.8
11.9,48,776.7
13.1,41,776.6
13.5,38,776.4
13.1,39,776.3
13.3,40,776.2
13.6,39,776.1
13.9,39,776.1
14.4,36,776.1
13.9,37,776
12.5,43,776
11.9,47,776
12,48,775.9
12.6,47,775.8
13.1,44,775.8
13.2,43,775.7
13.6,44,775.8
14.6,40,775.8
14.8,37,775.6
15,37,775.6
15.1,37,775.6
15.1,37,775.7
15.2,38,775.6
15.2,38,775.7
15.2,38,775.7
15.3,38,775.7
15.3,38,775.8
15.3,38,775.9
15.3,38,776
15.5,38,776.1
15.5,38,776.1
15.5,37,776.1
15.6,36,776.1
15.6,35,776.2
15.4,36,776.2
15.2,36,776.3
15.1,37,776.2
15.1,37,776.2
15.1,37,776.3
15.3,37,776.4
15.6,36,776.4
15.7,35,776.5
15.8,35,776.6
15.7,35,776.7
15.8,35,776.8
15.8,35,776.8
16.1,34,776.9
16.2,33,776.9
16.1,33,776.9
15.6,34,776.9
15.2,36,776.9
15.5,35,776.9
16,34,776.8
16.2,33,776.8
16.5,33,776.8
16.8,32,776.8
17.2,31,776.8
17.3,30,776.8
17.2,30,776.8
17,31,776.8
16.8,30,776.8
16.7,30,776.7
17.1,29,776.8
17.3,28,776.7
17.6,26,776.7
18.1,25,776.6
18.4,24,776.5
18.5,24,776.4
18.7,23,776.3
19,22,776.3
19.1,22,776.2
19.2,22,776.1
19.4,21,776.1
19.5,21,776
19.7,21,776
19.9,20,775.9
20.1,20,775.9
20.5,19,775.8
20.9,19,775.8
21.5,19,775.8
22.4,18,775.8
23.3,17,775.7
23.5,17,775.7
23.6,16,775.7
23.8,16,775.7
23.8,16,775.7
23.9,16,775.7
24.3,16,775.8
24.1,16,775.8
24.1,16,775.8
24.3,16,775.9
24.5,16,775.9
24.2,16,776
24.4,17,776
24.4,17,776.1
24.1,18,776.1
23.9,18,776.2
23.9,18,776.3
24.2,17,776.4
24.4,17,776.4
24,18,776.5
23.9,18,776.6
24,18,776.8
24.2,17,776.9
23.6,18,777.1
23.5,18,777.2
23.4,17,777.3
22.9,17,777.5
22.8,17,777.7
23.1,18,777.9
22.8,21,778
22.6,21,778.2
22.5,23,778.4
22.1,22,778.6
21.6,24,778.7
21.8,24,778.9
21.6,23,779.1
21.5,24,779.2
21.5,24,779.3
21.6,25,779.4
21.5,25,779.5
20.9,26,779.6
20.6,27,779.6
20.5,27,779.6
20.2,28,779.7
20,28,779.6
19.9,29,779.6
19.6,30,779.6
19.7,30,779.5
19.6,31,779.5
19.2,32,779.4
19,33,779.4
18.7,34,779.3
18.2,34,779.3
17.7,35,779.2
17,38,779.1
16,40,779
14.9,42,779
13.7,45,778.9
12.9,50,778.8
13,50,778.6
13.2,47,778.6
12.4,49,778.5
11.5,54,778.4
11.6,54,778.3
11.8,54,778.3
12.1,52,778.2
11.9,53,778.2
11.8,54,778.1
11.6,54,778.1
11.2,56,778.1
11.5,55,778.1
12.1,53,778
12.6,51,778
12.8,50,778
13,49,778
13,49,778
12.8,49,778.1
12.2,51,778.1
11.8,51,778.1
11.6,51,778.1
11.4,51,778.1
11.4,51,778.2
11.1,51,778.1
10.4,52,778.1
10.2,52,778.2
10.3,52,778.2
10.4,51,778.2
10.7,50,778.2
10.9,49,778.2
11.1,49,778.3
11.1,49,778.3
11.4,48,778.4
11.7,47,778.5
11.6,48,778.6
11.8,47,778.7
11.8,46,778.9
11.2,47,778.9
10.7,49,779
10.7,49,779
10.7,49,779
10.9,48,779
11.1,47,779
11.4,47,779.1
11.7,45,779.2
11.8,45,779.2
11.9,45,779.4
11.9,46,779.5
11.9,46,779.5
12.1,45,779.6
12,45,779.7
12,44,779.8
12.1,45,779.9
12.2,44,779.9
12.6,43,779.8
13,42,779.8
13.6,42,779.7
14.5,40,779.6
15.1,37,779.5
15.2,36,779.4
15.1,36,779.4
14.7,38,779.5
14.6,38,779.5
14.2,40,779.5
14.1,41,779.5
14.1,41,779.5
14.1,40,779.6
14.1,40,779.5
14.5,39,779.5
14.8,38,779.5
15,37,779.5
15.1,38,779.4
15.5,37,779.3
16,36,779.2
16.4,35,779.2
16.7,34,779.1
17.3,34,779.1
17.8,33,779
18.5,31,778.9
19.1,29,778.8
19.4,29,778.8
19.6,29,778.7
20.2,29,778.7
20.9,27,778.6
21.7,26,778.6
22.2,25,778.7
22.6,25,778.7
22.8,24,778.6
23,24,778.6
23.1,24,778.6
23.2,24,778.6
23.2,23,778.7
22.9,24,778.7
23.2,24,778.6
24,23,778.6
23.9,23,778.7
23.8,23,778.8
23.8,23,778.9
24.1,23,779
23.7,23,779
24,24,779.1
24.7,22,779.2
24.7,22,779.3
24.5,23,779.3
24.9,23,779.5
25,23,779.6
25,23,779.8
24.5,23,779.9
23.7,24,780
23.3,25,780.2
23.8,24,780.3
23.6,24,780.4
23.5,25,780.6
23.6,25,780.8
24,24,780.9
24,24,781
23.4,25,781.2
22.7,26,781.3
22.6,26,781.5
22.6,27,781.6
22.5,27,781.8
22.3,28,781.9
22.4,28,782
22,28,782.2
21.7,29,782.3
21.3,29,782.5
20.6,30,782.5
20.1,31,782.6
19.7,31,782.7
19.2,31,782.8
18.8,32,782.8
18.3,33,782.9
17.5,35,782.9
16.7,36,782.9
16,37,782.9
15.4,39,782.9
15.1,39,782.9
14.8,42,782.8
13.9,43,782.7
13.2,45,782.7
12.1,50,782.6
10.8,56,782.5
10.2,59,782.4
9.8,59,782.3
9.3,61,782.3
8.7,63,782.2
8.4,64,782.1
8.2,65,782
8.2,65,782
8.1,65,781.8
8.2,65,781.8
8.3,65,781.7
8.4,64,781.6
8.5,63,781.6
8.7,61,781.5
9,60,781.4
9.3,58,781.4
9.6,57,781.4
9.8,56,781.4
10,55,781.3
10.1,55,781.3
10.1,56,781.3
10.1,57,781.4
10.1,58,781.4
10.2,57,781.4
10.2,58,781.5
10.2,60,781.5
10,62,781.5
9.7,65,781.6
9.5,68,781.6
9.7,69,781.7
9.8,69,781.6
10.1,69,781.7
10.3,68,781.7
10.4,67,781.8
10.5,67,781.9
10.6,67,782
10.7,68,782
10.7,68,782
10.7,69,782.1
10.4,69,782.1
10.3,69,782.2
10.3,68,782.2
10.2,67,782.3
10.4,66,782.3
10.7,65,782.3
10.8,65,782.4
10.9,65,782.4
11.1,64,782.5
11.4,62,782.5
11.6,61,782.6
11.6,61,782.6
11.6,61,782.5
11.5,61,782.5
11.6,60,782.5
12,59,782.5
12.6,57,782.6
12.9,55,782.6
13,55,782.7
12.8,56,782.7
12.9,57,782.7
13.1,56,782.6
13.3,56,782.5
13.5,55,782.5
13.4,56,782.4
13.5,56,782.3
13.8,55,782.3
14,54,782.3
14.5,53,782.3
14.9,51,782.1
15.1,50,782
15.2,49,781.9
15.4,49,781.8
15.8,48,781.6
16.3,47,781.4
16.8,45,781.3
17.1,45,781.2
17.4,44,781.1
17.6,43,781
17.5,42,780.8
17.2,42,780.7
17,43,780.7
17.3,44,780.6
18.1,41,780.4
18.9,39,780.4
19.5,37,780.4
20,37,780.3
20.5,37,780.3
21.2,35,780.2
21.6,34,780.1
22.1,33,780
22.8,31,780
23.1,30,779.9
23.3,29,779.9
23.6,27,779.9
23.6,27,779.9
23.4,29,779.8
23.4,28,779.9
22.7,29,780
22.4,31,780
23.3,31,780
24.3,29,780
24.3,29,780
24.4,29,780.1
24.6,29,780.2
24.6,27,780.4
24.1,29,780.4
24,29,780.4
23.7,28,780.5
23.4,29,780.6
23.5,30,780.7
23.6,26,780.8
23.3,28,780.9
23.4,30,781.1
23.4,29,781.3
22.9,27,781.5
22.8,30,781.6
22.5,31,781.8
22.4,33,782
22.6,32,782
22.2,36,782.2
21.9,38,782.3
21,40,782.5
20.8,41,782.8
20.6,43,783
20.4,43,783.1
20,46,783.3
19.9,47,783.4
19.4,48,783.5
19.2,49,783.6
18.3,51,783.6
17.6,54,783.7
17.3,56,783.8
17.1,57,783.8
17,58,783.8
17.2,57,783.7
16.4,60,783.6
15.3,65,783.6
15.1,67,783.5
14.9,69,783.5
14.7,71,783.5
14.5,71,783.4
14.2,72,783.3
13.7,73,783.2
12.8,77,783.1
11.9,82,783
11.4,83,782.9
11.1,85,782.8
10.9,86,782.8
10.7,88,782.8
10.4,90,782.7
10.1,89,782.5
9.8,90,782.4
9.5,90,782.4
9.5,90,782.3
9.7,89,782.2
9.7,89,782.1
9.7,88,782
9.8,87,781.9
9.9,87,781.8
9.8,86,781.7
9.7,87,781.7
9.2,90,781.6
8.3,90,781.5
8,89,781.5
8.1,89,781.5
8.1,88,781.5
8.2,87,781.5
8.3,87,781.5
8.5,88,781.4
8.6,86,781.3
8.8,86,781.3
8.9,85,781.3
9.2,83,781.3
9.5,82,781.3
9.8,82,781.3
9.9,83,781.3
10,83,781.3
10,82,781.4
10,82,781.4
9.9,81,781.4
9.9,80,781.4
9.9,78,781.5
10.1,77,781.6
10.2,77,781.6
10.3,77,781.7
10.4,76,781.8
10.5,74,781.9
10.8,73,781.9
11.1,72,782
11.2,71,782.1
11.1,71,782.2
11.1,70,782.2
11.1,71,782.2
11.4,70,782.2
11.6,70,782.2
